is_squeezed,energy_level,momentum,fired,timestamp,ticker,name
True,0,0.44166660308837885,False,2026-03-20 00:00:00,8421.TWO,旭源
True,0,0.03333330154418945,False,2026-03-20 00:00:00,8443.TW,阿瘦
True,0,-0.3166669209798177,False,2026-03-20 00:00:00,8455.TWO,大拓-KY
True,0,-0.10833358764648435,False,2026-03-20 00:00:00,8476.TW,台境*
True,0,-0.025000254313151046,False,2026-03-20 00:00:00,8481.TW,政伸
True,0,-16.833333333333332,False,2026-03-20 00:00:00,8499.TW,鼎炫-KY
True,0,0.0666669209798177,False,2026-03-20 00:00:00,8916.TWO,光隆
True,0,-0.6999994913736979,False,2026-03-20 00:00:00,8924.TWO,大田
True,0,0.10000038146972655,False,2026-03-20 00:00:00,8926.TW,台汽電
True,0,-0.6333335240681967,False,2026-03-20 00:00:00,8927.TWO,北基
True,0,0.12333337465922037,False,2026-03-20 00:00:00,8933.TWO,愛地雅
True,0,8.5,False,2026-03-20 00:00:00,8937.TWO,合騏
True,0,0.01666641235351561,False,2026-03-20 00:00:00,8938.TWO,明安
True,0,-0.050000031789143876,False,2026-03-19 00:00:00,9110.TW,越南控-DR
True,0,-0.4249992370605469,False,2026-03-20 00:00:00,9906.TW,欣巴巴
True,0,-0.09999974568684895,False,2026-03-20 00:00:00,9925.TW,新保
True,0,-0.10833295186360678,False,2026-03-20 00:00:00,9928.TW,中視
True,0,-1.5,False,2026-03-20 00:00:00,9939.TW,宏全
True,0,-1.4999999999999998,False,2026-03-20 00:00:00,9942.TW,茂順
True,0,0.24166647593180335,False,2026-03-20 00:00:00,9950.TWO,萬國通
True,0,1.9999999999999998,False,2026-03-20 00:00:00,9958.TW,世紀鋼
